raspberry (raspbian9.13)
========================
Total: 475 (High:73 Medium:290 Low:49 ?:63), 3/475 Fixed, 574 installed, 6 exploits, 0 modules, en: 12, ja: 4 alerts

+---------------------+------+--------+-----+---------------+---------+---------------------------------------------------+
|       CVE-ID        | CVSS | ATTACK | POC |     CERT      |  FIXED  |                        NVD                        |
| CVE-2019-16231      |  7.8 |  AV:N  |     |               | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-16231   |
| CVE-2019-16232      |  7.8 |  AV:N  |     |               | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-16232   |
| CVE-2019-16233      |  7.8 |  AV:N  |     |               | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-16233   |
| CVE-2019-16234      |  7.8 |  AV:N  |     |               | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-16234   |
| CVE-2019-19046      |  7.8 |  AV:N  |     |               | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-19046   |
| CVE-2019-19054      |  7.8 |  AV:N  |     |               | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-19054   |
| CVE-2019-19060      |  7.8 |  AV:N  |     |               | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-19060   |
| CVE-2019-19061      |  7.8 |  AV:N  |     |               | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-19061   |
| CVE-2019-19064      |  7.8 |  AV:N  |     |               | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-19064   |
| CVE-2019-19067      |  7.8 |  AV:N  |     |               | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-19067   |
| CVE-2019-19070      |  7.8 |  AV:N  |     |               | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-19070   |
| CVE-2019-19073      |  7.8 |  AV:L  |     |               | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-19073   |
| CVE-2019-19074      |  7.8 |  AV:N  |     |               | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-19074   |
| CVE-2019-19075      |  7.8 |  AV:N  |     |               | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-19075   |
| CVE-2019-19377      |  7.8 |  AV:N  |     |               | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-19377   |
| CVE-2019-19378      |  7.8 |  AV:N  |     |               | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-19378   |
| CVE-2019-19448      |  7.8 |  AV:N  |     |               | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-19448   |
| CVE-2019-19449      |  7.8 |  AV:N  |     |               | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-19449   |
| CVE-2019-19882      |  7.8 |  AV:L  |     |               | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-19882   |
| CVE-2019-3843       |  7.8 |  AV:L  |     |               | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-3843    |
| CVE-2019-3844       |  7.8 |  AV:L  |     |               | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-3844    |
| CVE-2019-6488       |  7.8 |  AV:L  |     |               | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-6488    |
| CVE-2019-9070       |  7.8 |  AV:N  |     |               | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-9070    |
| CVE-2019-9075       |  7.8 |  AV:N  |     |               | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-9075    |
| CVE-2019-9077       |  7.8 |  AV:N  |     |               | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-9077    |
| CVE-2009-5155       |  7.5 |  AV:N  |     |               | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2009-5155    |
| CVE-2012-2663       |  7.5 |  AV:N  |     |               | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2012-2663    |
| CVE-2014-8501       |  7.5 |  AV:N  |     |               | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2014-8501    |
| CVE-2016-10743      |  7.5 |  AV:N  |     |               | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2016-10743   |
| CVE-2017-13710      |  7.5 |  AV:N  |     |               | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-13710   |
| CVE-2017-15938      |  7.5 |  AV:N  |     |               | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-15938   |
| CVE-2017-16932      |  7.5 |  AV:N  |     |               | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-16932   |
| CVE-2017-17740      |  7.5 |  AV:N  |     |               | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-17740   |
